userName,score,at,content
Imam Jamburi,5,2023-02-23 19:27:22,Dengan applikasi Gojek sangat membantu dan mmpermudah bila akan bepergian tinggal klik applikasi.
Sita Kurniaferbianti,5,2023-02-23 19:26:25,Membantu sekali
dayy cwineyy cwineyy,1,2023-02-23 19:22:04,Tiap kirim saldo berulang ulang ke satu rekening sllu diblokir .saya kecewa dgn layanan gojek .tidak memberi kebebasan kepada penggunanya
Wildan Dhanz,1,2023-02-23 19:20:01,Ga bisa di buka ya gojek nya
Linda Sitinurzanah,4,2023-02-23 19:13:27,⭐⭐
Dimas Juni,1,2023-02-23 19:11:58,Sudah hampir 2 tahun gabisa pakai ditur kirim uang. Chat cs jawabnya gak jelas
RHEA RHEIN,1,2023-02-23 19:03:14,"Mohon dong sy mau upgrade ke gopay plus tapi gak bisa bisa tolong sistem nya bagusin lagi susah amat mau upgrade ke gopay plus, saya udah coba sampai 10 kali tapi gagal katanya ""gak bisa verifikasi e-KTP kamu. Mohon pastiin data e-KTP kamu sesuai, ya"" Padahal data e-KTP sy sesuai dan tidak ad kesalahan dalam mengambil gambar tolong dong nih gopay bagusin lagi plis mau upgrade ke gopay plus tapi ribet gk bisa²"
Zaenul Mustakim,5,2023-02-23 19:02:08,Puas
ARIFIN Arifin,5,2023-02-23 18:57:35,Bagus
hardinas abdullah,5,2023-02-23 18:56:23,Bagus
Mlayu TVku,4,2023-02-23 18:48:41,Gods
Boby Satryo,5,2023-02-23 18:44:16,Bermanfaat
Sahda Kirana,5,2023-02-23 18:40:16,I LOVE YOU GOJEK
AB STORY,1,2023-02-23 18:38:50,Iklan mengganggu
alex toba,5,2023-02-23 18:30:38,Membantu bangettt
Firdaus nur Syahputra,1,2023-02-23 18:27:57,"sekarang ongkirnya jadi mahal bgt padahal jarak dari lokasi di bawah 5km, masa ongkir bisa sampe 34rb"
Hakim Syah,1,2023-02-23 18:26:05,Halaman bantuan gojek sangat buruk.complain masalah kualitas makanan tapi malah disuruh hubungi pihak resto trus fungsi orang yang kerja dihalaman bantuan gojek buat apa kalo bgitu saya kan beli lewat aplikasi kalian bukan beli offline jangan mempersulit penguna kecewa dasar
Muhamad Tohirin,5,2023-02-23 18:25:55,Sangat berguna
Christina,4,2023-02-23 18:24:04,Gopaylater cicil kenapa gak bisa dipakai lagi ya?
Ruslan Ruslan Asari,1,2023-02-23 18:22:09,"Saya salah kirim uang,harusnya ke dana saya kira hanya ditulis no hpnya saja ternyata bukan saldo jadi berkurang bagaimana ya tolong bantuannya lumayan 30rb juga🙏"
Rahmat Hidayat,1,2023-02-23 18:00:44,"Ew,, sdddD"
Widyanto Sudibyo,5,2023-02-23 18:00:06,"Gojek terjangkau, banyak promo, dan terjamin."
Robbi Azis,4,2023-02-23 17:52:35,Good
Tokotower dot Com,5,2023-02-23 17:49:14,Bagis
ANDI CHANEL 77,5,2023-02-23 17:47:52,Apakah pendaftaran mitra gocar sudah di buka untuk wilaya deliserdang medan
Zohra Sumantri,1,2023-02-23 17:46:37,"Mau tanya kenapa akun saya jarak dekat diminimalkan 15rb, ini selalu ya. Ga pernah dibawah 15rb. Sedangkan teman saya dekat minimal 10rb???"
Yeon Jin,2,2023-02-23 17:45:43,Update mulu
Indra Pratama,1,2023-02-23 17:39:05,Gopay lama² bikin kesel masa mau ganti nomor gopay ke nomor baru selalu eror
Aris Arisona,5,2023-02-23 17:30:13,Mantab dach
Mas ichsan Nudin,1,2023-02-23 17:29:40,Terlalu banyak iklan
Siti Khadijah,1,2023-02-23 17:25:26,Biaya layanan sangat mahal.dibandikan aplikasi online sebelah .jarang kasih promo.mau nya untung Terus gojek
ahmad fadilah,5,2023-02-23 17:25:15,Mantab..... sangat membantu... meminimalisir waktu.. sangat efisien.... semoga gojek tetap maju Dan terus berkembang
josh pramanto,4,2023-02-23 17:19:52,Sikap gojek yang ramah
Oryza Sativa,5,2023-02-23 17:16:12,"kok gak bisa di download..?? padahal udah bolak balik dr kemaren udah 100% terunduh tp gak bisa keinstal dgn keterangan ""kesalahan -504"" ini kenapa ya min..?? mohon pencerahan"
Arjuna Sa,1,2023-02-23 17:09:07,"Gojek tolong dong saldo saya hilang , padahal saya nggak ngelakuin transaksi, tapi saldo saya hilang , tolong balikin saldo saya"
Junaedi Efendi,1,2023-02-23 17:06:13,on bid 24 jam nonstop. yang masuk cuma 1 orderan. udah versi terbaru. kalau akun saya gacor baru saya tambah bintang 5.
handayani 022,5,2023-02-23 16:59:24,Aplikasi andalan banget di segala cuaca dan suasana
Ainun Nabila Elliza,5,2023-02-23 16:58:22,"apk gojek ini membantu saya berpergian kemana saja, dan bila saya sedang malas membeli makanan atau minuman favorit saya secara offline, saya bisa memesan makanan atau minuman tersebut di go-food. Pokoknya apk gojek ini the best🤩💗 Sekian ulasan dari saya dan terimakasih 👋"
Mita Diah,2,2023-02-23 16:46:38,"Susah banget daftarnya, padahal emailnya belum pernah dipakai daftar digojek, 3 email udah coba malah email sudah digunakan semuanya kaya gitu, riweh banget tolong nggak ngerti lagi capek😭"
Zulfan Sanjaya,1,2023-02-23 16:45:54,uda suram
Sus yanti Su,5,2023-02-23 16:44:08,Mantap
Citra Junistya,1,2023-02-23 16:41:15,Sudah 3 Minggu ga bisa di gunakan. Padahal gopaynya masih banyak.
Koplak Gamer,4,2023-02-23 16:36:24,Oke
Muh andhika putra purnama Andhika,5,2023-02-23 16:30:22,POKONYA MAH SUKAAA BANGETTT
BudiLaros MitsubishiBanyuwangi,1,2023-02-23 16:27:40,Aplikasi tdk bisa dibuka Sdh di install ulang tetap tidak bisa di buka. Jaringan paket data / wifi sdh dicoba ttp tdk bisa dibuka aplikasinya.
muhamad fajar,1,2023-02-23 16:27:29,Sekarang nyari driver susah padahal resto saya ditongkrongin driver. Ada apa ini. Tolong kordinasi semua divisi di gojek. Terutama divisi IT . Atau yg berhubungan dengan penyampaian orderan ke driver. Tolong di cros cek apakah pemrograman sistem nya dah bener apa ga
Agung Susilo,5,2023-02-23 16:24:59,Udah sepurna
ABIMANYU ALFATIH,1,2023-02-23 16:23:15,Biaya ini itu terlalu banyak...JD males pesen lewat gojek
Su wandi,5,2023-02-23 16:17:04,Mantap
Ronald Tengkano,2,2023-02-23 16:03:47,"Gocar ga bisa edit tujuan, mohon dibenahi sistemnya.. terima kasih."
hartono t agung,3,2023-02-23 16:00:16,"Bagaimana saya bis mengakses akun lama saya, yg no hpnya sudah mati?"
Zona Nyaman,3,2023-02-23 15:56:02,Saya kasih 🔯🔯🔯 estimasinya ngga bener
Stephanie JN,2,2023-02-23 15:40:30,kalau mau pesen makanan / buat perjalanan suka ngga ada promo padahal sering pakai :(
papa royal,1,2023-02-23 15:33:17,APLIKASI KONTOLLLLLLLLL
fadil umar,1,2023-02-23 15:32:51,Penanganan laporan yg sangat lambat
Raden Muhammad Arif Efendi,1,2023-02-23 15:31:33,"Dulu setia pakai Gojek utk pesan makan&layanan Ride keluarga saya, tapi sekarang Terlalu membebani Konsumen dgn banyak BIAYA Layanan-Pengembangan Aplikasi, tolong kembalikan Gojek seperti dulu lagi agar konsumen tdk pakai aplikator sebelah yg lebih murah."
reyhan Assyauqie,5,2023-02-23 15:24:01,Mantap
Angger apri,5,2023-02-23 15:23:05,Kenapa tidak ada gojek mekanik?
merry anggria,1,2023-02-23 15:14:20,"Udah update Lebih dr 1 sekaLi.. Tapi bukan nya mempermudah, maLah makin riweh.. SaLdo gopay tersedia, tapi mau bayar payLater maLah gak muncuL padahaL payLater masih dibawah Limit minimaL .. Tolong segera dibenahi agar customer juga tidak kesusahan"
Gian Ardhani,5,2023-02-23 15:13:00,Mantap bikin smua y lancar
Taufik Hidayat,5,2023-02-23 15:03:25,bagus
ahmad nawawi,1,2023-02-23 15:00:50,"gara"" no hp ga aktif,mau masuk lg pengen ganti no hp ternyata ga bisa masuk.. klo ovo gampang,gopay mah susah"
Wahyu Yudi,5,2023-02-23 14:58:57,Mantap
Tasha TasyaKen,5,2023-02-23 14:57:03,ok
Angel Titis,1,2023-02-23 14:44:16,saya mau mesen gojek atau gofood malah ga sesuai alamat terus padahal saya ngetik dan memecat alamat udah benar
Edelwiez,1,2023-02-23 14:43:56,"Lama2. Kok ribet ya.. knp si pengaturan nya gk seperti dl aja, byr tagihan tgl 1 bkn tgl 2.. Dan knp ada saldo paylater msh hrs byr tunai, itu ada saldo paylater nya fungsi nya apa.. buat pajangan? Bikin pusat bantuan yg fungsi nya buat chat cs nya klu2 ada kendala seperti ini.. gk perlu jeklin2 sgl,gk berguna!! giliran tagihan aja u kencang nagihnya, Klu aplikasi ini gk bermanfaat buat banyak org.. ttup aja!! Inget ya.. utang brp pun ttp akan gw byr,jd gk ush di buat ribet layanan u!!!"
Ruslan Abdul Gani,5,2023-02-23 14:43:03,Nyaman...aman dan Terjangkau
Rizal Haryansyah,5,2023-02-23 14:35:47,Cepat dan aman
Radit Spider,3,2023-02-23 14:26:51,Sy kasi 3 bintang dulu sebagai pengguna baru
Candra Taryana,5,2023-02-23 14:26:42,Sangat membantu.
ryzen wn,1,2023-02-23 14:26:33,"Gopay gua di blokir tanpa alasan yg jelas,saya mau transfer dan terima saldo gabisa ,di keterangannya katanya terdapat aktifitas mencurigakan,gua jualan akun game sudah sepantasnya ada saldo keluar dan masuk , dari mana aktifitas mencurigakan?"
tony pardede,5,2023-02-23 14:26:11,Cepat dan nyaman dijalan
Hasri Widyastuti,5,2023-02-23 14:25:20,Pokok nya nyanan
Rochman Maulana S,1,2023-02-23 14:21:57,Keseringan update dah aplikasinya. Coba perbaikannya lebih mendalam gitu biar ga terlalu sering update²
dwi andono,1,2023-02-23 14:18:32,Bagusan maxim
Aldyano Axell,2,2023-02-23 14:15:08,Lama lama mehong nya keterlaluan..ditambah promo gokar molo
panca chanel,4,2023-02-23 14:08:39,Tolong klo Doble order yg dekat dulu yg dianter
MIKRO TEKNOLOGI GLOBAL SARANA``,5,2023-02-23 14:04:29,Puas
Ike Widya,5,2023-02-23 14:02:51,Bagus
Sulaiman Gojek Driver,2,2023-02-23 13:59:17,Naik versi kok jadi anyep
Tony Hartoko,5,2023-02-23 13:48:53,"Sebagai Pengguna Pemakaian Aplikasi Gojek Gue Nggak Pernah memasalahkan Tarif Karena Gue Percaya kepada Allah SWT Bahwa Senyum Kebahagiaan Driver Ojol itu Kebahagiaan buat Gue juga & Bisa Membuat Membikin Driver Ojol Senyum Kebahagiaan adalah Sebagian daripada Ibadah & Insya Allah Semua nya Segalanya Membawakan Keberkahan ""Terus Semangat Tetap Semangat Penuh Semangat ' Buat Seluruh Semua Driver Ojol Indonesia "" MERDEKA "" 🇮🇩🇮🇩🇮🇩"
Zalfaurrifdah N.S _ KL 92,5,2023-02-23 13:46:19,Mantap
Zuhdan Albarr,5,2023-02-23 13:37:21,bagus dan aman
Mariam Azzahra,5,2023-02-23 13:34:39,Terima kasih Go-Jek SDH mengantarkan sy plng
Wisnu Saputra,5,2023-02-23 13:27:36,sangat membantu apalagi ada gopaylater 🥳🥳😍
Astri Wahyu,1,2023-02-23 13:27:13,Tolong diperbaiki sistem nya
Joel Kifli,5,2023-02-23 13:25:28,Apa ......ia ...lebih baik dari yg sebelum nya
agus wahyu,5,2023-02-23 13:23:30,"Siip,,sangat membantu,,"
Akhmad Riyanto,5,2023-02-23 13:18:52,Membantu klu lg pe4lu dadakan
Dedi dj,5,2023-02-23 13:07:03,Ok
Revalina Annisa,5,2023-02-23 13:05:10,seneng bgt banyak promo <3
Moy Umoy,1,2023-02-23 13:03:28,Harga 15rb driver dapet 8800 .. pembagianya gmna...harga mahal buat driver dikit amat.. sebelum naik 12rb driver dapet 8000.. naik 3000 .. bedanya cuma 800.. mending gak usah naik harganya.. driver aja kena complain ama custumer.
War Degems,2,2023-02-23 12:51:45,"Gojeg sampah aplikasi sampah, tiba tiba akun copy saya di block tampa alasan yg jelas dengan adanya pemblokiran akun saya seluruh keluarga saya pindah yg tadinya penggina gopay sekarang pindah ke aplikasi sebelah yg lebih jos gopay anajing"
Ibu Zahara,1,2023-02-23 12:45:15,Apk payah... Mau order makanan.. 30 menit baru dapat diproses..sinyal jaringan mencari pengemudi lemott.. Ampun dah Klo bgini terus .males mesan food di gojek..kenyang duluan
Henry Novirga Tandyo,1,2023-02-23 12:35:35,"Pesan gofood, giliran mau pasang promo balik lagi ke depan. Sudah sekian bulan begitu terus. Perbaiki dong bugnya"
Harry Susanto,5,2023-02-23 12:32:56,Gojek Is The Best👍👍👍
EL37 MEDIA,1,2023-02-23 12:19:55,Kenapa aplikasi nyh tidak bisa di buka .di updat udah.di hpus instalan udh.tp msih ttp gk bisa login..knp ini saldo saya msih bnyak di gojek..
Andy wisnu,1,2023-02-23 12:14:54,Parah banget dah gabisa tarik tunai lagi 😭😢🖕 PAYAH
Ujang Suryadi,5,2023-02-23 12:13:18,Memudahkan segala keperluan
azhari young,2,2023-02-23 12:13:06,"Hancur dah gak kayak kmren lagi vocer promo gofood di hilangkan, sia sia dah mls lagi pertahankan gelar anak sultan nih,, trpaksa pakai apk sebelah menikmati diskon makanan pesan antar,, gua sbagai trader yg mageran slalu pesan gofood, tapi syg gofood tak seindah kemarin,"
Mira Anggraeni,1,2023-02-23 12:12:41,"Gk bisa di install,padahal sebelumnya bisa"
Iik Kurniawan,3,2023-02-23 12:08:03,Belom dapet gopaylater sayah
Pioneer Fashion Collection,1,2023-02-23 12:05:41,Tlg GO TO INI BGMN SOLUSINYA KOK TOMBOL PASANG PROMONYA YUK YG DI APLIKASI GOFOOD NYA TIDAK MUNCUL YA??? PADAHAL SDH UN INSTALL APLIKASI & DOWNLOAD ULANG LOH. KOK TETAP SAMA MASIH GA MUNCUL TOMBOL YG BIASA ADA UTK MASUKKIN VOUCHER PROMONYA😭😭😭
Misri Anto,5,2023-02-23 11:57:28,Terima kasih
warni Kido,5,2023-02-23 11:55:28,Membantu memudahkan perjalan Thank you
Ceppy Margana,1,2023-02-23 11:55:10,Untuk gofood tolong pilih driver terdekat bkn terjauh..lama nunggu makanan sampai & kasian driver jauh2 k resto tp ongkos murah
Wong Wetan,5,2023-02-23 11:51:06,ongkir nya smakin mahel
Dens Sunan,5,2023-02-23 11:49:18,Mantap
Ariya Setiyaki,1,2023-02-23 11:40:17,"Waktu nya balik ke jaman beli apa2 sendiri dan pake ojek pangkalan, biaya layanan Rp.5.500 , mahal nya minta ampun, auto uninstall."
Sony,1,2023-02-23 11:32:16,Kebanyakan jasa aplkasi yg g guna Nyari untung dg ganti bahasa
Indra Bpn890,1,2023-02-23 11:31:10,Parah ini gojek masa keluarga saya jadi drvier gak 1 hari cuma depet 2 smpi 3 orderaan kmna oderaan nya wahai gojek parah bgt ini kasih lah oderaan nya wahai manajment gojek kasian marka yang mata pencairaan di gojek
Sudharyat Gojek,5,2023-02-23 11:30:32,Dengan aplikasi ini lebih mudah dan lancar jaya
Gina Resma Kusmayadi,5,2023-02-23 11:28:57,Terima kasih
arif prakoso,5,2023-02-23 11:27:39,Good enough
Teofilus Vung,1,2023-02-23 11:26:14,Terlalu banyak iklan game.....
Alina Shin,5,2023-02-23 11:23:41,Bagus
Richard Palysta Nainggolan,5,2023-02-23 11:22:55,Sangat membantu
dewi sartika,5,2023-02-23 11:22:00,Sippp
Neng Fitri Robiatul Adawiah,5,2023-02-23 11:21:33,Bnyak promo
Tbmpf28 Diko,5,2023-02-23 11:21:27,ok
Addy Aciell,2,2023-02-23 11:12:57,PROMO GOFOODNYA SEDIKIT
Fadillah Abdul Sjukur,5,2023-02-23 11:00:05,sangat bijak
pranata Sudarno,5,2023-02-23 10:59:47,Gojek sarana praktis dan simple yang senantiasa setia available. Jaga dan tingkatkan profesionalitas !
nisah kr,5,2023-02-23 10:51:55,Oke
Asellen jennifer jennifer,1,2023-02-23 10:49:32,Asellen jennifer glima com
Danis Group,5,2023-02-23 10:48:15,Okee
Mobil Oleng,1,2023-02-23 10:45:11,Mangkanya kalo mau ramai cs gojek Yg bener kalo kasih harga ke penumpang Jangan asal ajaa nanti lambat laun di gilas ama kuning baru tau rasa
Jhoni Pd,2,2023-02-23 10:41:07,Saya baru mulai masuk Semoga nyaman Dan di percaya
Asep Rahmat kurnia,1,2023-02-23 10:25:41,Ganggu zoom meeting biar apa
Syaifudin Basuki,5,2023-02-23 10:16:52,Top markotop
Pengguna Google,5,2023-02-23 10:04:55,EXCELLENT 👍👍👍
Titi Sumarni,5,2023-02-23 09:59:02,Mantap
Risma Narulita,1,2023-02-23 09:47:04,Duit gue ilang
Alfin aca,5,2023-02-23 09:44:09,👍👍👍👍👍mantapppp
Komangdarsane Darsana,5,2023-02-23 09:37:52,Kadang2 penjemputan ga sesuaiap
Maria Atje sriati,5,2023-02-23 09:35:42,Bnyk sekali menolong kalo ada yg hrs tdrkirim
Kiki Kitay,5,2023-02-23 09:33:37,Mntap ketolong dah
wahyu setiawan,1,2023-02-23 09:32:14,Lah Biaya jasa makin naik hampir menyamai biaya kurir padahal biaya kurir nya ga seberapa! Wkwkwkwk
rijal yu,1,2023-02-23 09:27:33,"Ini kenapa klo order gofood, dapat drivernya kok yg jauh banget, pernah beberapa kali dapat driver yg jaraknya mungkin sekitaran 7 km dr posisi resto. Apa ga gila tuh?! Kasian juga tu driver! Belum lg makan waktu. Pernah sy order gofood sekitaran jam 23.00, driver baru nyampe resto jam 23.25. trus makanan br nyampe rumah sekitaran jam 23.50. keburu ngantuk bgt, dah ga selera makannya jg. Itulah sy pesan gofood untuk terakhir kalinya. Skrg lg nyobain apk sebelah, biar hemat waktu n uang."
Andy Evand,4,2023-02-23 09:26:58,"baik, pelayanannya"
Joko Sihono,5,2023-02-23 09:21:47,Untuk para cust yg baik hati...rating anda untuk driver sangat brarti sekali.. 🌟🌟🌟🌟🌟
Rasya Levi,5,2023-02-23 09:18:21,Mantap mantap mantap
infan setiawan,5,2023-02-23 09:09:00,"Sejahterakan karyawanmu, jangan lupa para tombak perusahanmu yang mempertaruhkan nyawa di jalan untuk mengisi perut dan kemewahanmu"
ade meidian malik,4,2023-02-23 09:07:46,Sudah lebih baik
Shanum Azkadina,5,2023-02-23 08:59:35,Good
teni sutanto,1,2023-02-23 08:56:46,Biaya lain2 mahal.
Hendra Novianto,5,2023-02-23 08:29:37,Worth it lah
Rizal Mosfit,1,2023-02-23 08:28:59,"ini fitur gopay cicil kenapa gak bisa dipakai lagi ya? bayar gapernah telat. udah sering transaksi di gojek, limit gopay paylater juga gak naik naik udah bertaun taun pake gojek."
Putra Pikink,5,2023-02-23 08:27:29,Jos
ZAINIZAINAL CHANEL,5,2023-02-23 08:26:25,Sangat bagus.
Sholik hin,5,2023-02-23 08:25:13,good job
arif brengos,1,2023-02-23 08:08:40,mahal kebanyaken potongan aplikasi.. kasihan driverx
Faisal Allen,1,2023-02-23 08:02:40,Kurang nyaman. Makin bosok lah.
Adang Smeet,5,2023-02-23 07:57:00,mantap
Dimas Aditya,5,2023-02-23 07:45:13,sangat membantu
Luthfi Hafiz Dibrata,5,2023-02-23 07:37:54,"Lebih enak, driver gojek ramah² dibandingkan dengan aplikasi ijo sebelah."
Rudy Kurniawan,5,2023-02-23 07:37:16,Sangat membantu dimanapun n kapanpun semua bisa diatasi dengan Go-Jek
Anggie Uli,1,2023-02-23 07:28:11,"SANGAT BURUK, ketika ada kendala customer berhadapan dengan mesin jawab bukan dengan manusia, bagaimana mau menyampaikan kekurangan makanan pada driver kalau driver tidak bisa ditelpon maupun tidak membaca chat kita? Benar2 aplikasi yg buruk dan kemunduran!"
chindar leonardi,5,2023-02-23 07:09:43,Oke
Sylvia Queen Revananta,1,2023-02-23 07:05:39,Ini gimana sih ga bisa pesen sesuai alamat yg ada malah alamat yg jauh dari lokasi saya orang alamat nya di Jatim malah jadi di Jakarta mana ga bisa di edit lagi lokasinya gimana mau pakek gojek kalo kek gini caranya
tjetjep supriadi,5,2023-02-23 06:53:30,Sangat membantu dalam transportasi
Umbara Giyat,1,2023-02-23 06:52:58,"Kalau waktu hujan nyari driver susah bgt, kecewa"
Thomas Gavindra,5,2023-02-23 06:48:01,Bagus
Sutanto Arya Mitta,1,2023-02-23 06:30:23,"Butuh lebih banyak promosi baik dalam order & pembayaran QR. Harga dinaikin kebanyakan, harga gofood lebih mahal daripada di restoran aslinya, & promo-promo yang tidak menguntungkan"
Andriani Juliana,1,2023-02-23 06:15:24,Sekarang driver gojek.kalau mau cancel..gak cepat cancelnya. Buang waktu!!!
Apri Sigit,5,2023-02-23 06:03:24,Bagus
Novita Sari,1,2023-02-23 06:01:53,Aplikasi yg suka peras keringat ma darah driver nya sndri..kaya d atas penderitaan mitra driver
Maspur fishing,1,2023-02-23 05:53:47,Kurang bagus buat di kejar waktu. P njemputan trlalu jauh jauh.npdahal yg dket bnyak. . Kurang lah
Asri Yuliani,5,2023-02-23 05:51:06,Sangat senang pke gosend krn pelayanan cepat
Abang Syarif,5,2023-02-23 05:44:37,Membantu trensportasi
abu anak anak,5,2023-02-23 05:21:45,Dukung terus PKS
menje 18,5,2023-02-23 05:07:52,Sangat membantu
Sularso Anwari,5,2023-02-23 05:06:39,Nice.
Defri Fahreza,5,2023-02-23 04:51:09,Nice
Imam Santoso,5,2023-02-23 04:44:17,sopan
Muhammad Salim,5,2023-02-23 02:43:21,Mantap
Dadan Sukmadi,5,2023-02-23 02:42:47,Ok
Rahmad Illahi,5,2023-02-23 02:33:00,Good
Arvan Ajah,5,2023-02-23 02:27:13,Bagus dan amanah
tri andono,5,2023-02-23 02:15:16,ok
Euis Mustafa,5,2023-02-23 02:09:07,Serius suka bangetgt
Andi Setiawan,5,2023-02-23 01:58:46,Gopay good job
Nangon Stella,1,2023-02-23 01:58:10,"Terlalu Mahal, terlalu banyak biaya tambahan...."
Husni,3,2023-02-23 01:52:56,Next Gopay Coin bisa sepenuhnya dipakai belanja via Gomart..
MUHAMMAD HALIL,5,2023-02-23 01:48:16,Mantap
Hery Purnomo,1,2023-02-23 01:28:08,"Pending nunggu 2 smpe 3 hari, org transaksi mau cepet ini pending lama bener, makin lama makin kocak"
Deden Wahyudin,5,2023-02-23 01:09:44,"Makin ke sini makin sering eror ,tolong dong di perbaiki"
CSDW EVO,1,2023-02-23 01:03:16,"Gak aplikasi driver, gak aplikasi customer, nyusahin pengguna semua, ambil keuntungan jangan kanan kiri bosssssssss"
Aji Mulyono,5,2023-02-23 01:02:58,Mantaap
Deni Syahruli,5,2023-02-23 00:22:12,Ok
Neli Putri,5,2023-02-23 00:03:19,Ok
arandy wibisono,5,2023-02-22 23:36:29,Hiburan
Pertuyulan Mahluk halus,1,2023-02-22 23:35:05,👎
susilo endri,1,2023-02-22 23:24:00,Saya mau masuk gk bisa SMS link gk terima Udh diklik berulang kali/ sampai direstart
Elsa Asdholi,1,2023-02-22 23:22:40,Uninstall aja... harga makanannya semakin aneh... 🫣😮‍💨
Mr. R21,4,2023-02-22 23:22:19,Kok biaya jasa aplikasi dll jadi tambah mahal yaa
Kamal Kamaludin,5,2023-02-22 23:10:35,"Alhamdulillah ya Allah semoga Gojek dan Tokopedia tambah sukses terus, jadi nomor satu, pengguna nya tambah banyak, maju terus. Amin ya Allah"
Nia Junita,4,2023-02-22 23:05:24,"Kenapa gak bisa tarik tunai atau transfer ke bank? Sistem sedang perbaikan katanya. Padahal lg butuh. Aku juga udah update aplikasinya. Ayo dong, perbaiki lagi"
Sari Yah,1,2023-02-22 23:05:17,Aku kasih bintang satu karena terlalu banyak keluhan klo mau komplain tentang driver d y mohon info nya
muhammad yusup,5,2023-02-22 22:57:22,U.u77??
Mauramalita Maura,5,2023-02-22 22:50:30,👍👍👍
Yanti Widuri,5,2023-02-22 22:42:48,ok
HEGAR herdi garut,5,2023-02-22 22:32:18,Oke
Ade Wahyudin,1,2023-02-22 22:08:49,"gojek aneh,drever TLP cstmer susah katanya no gak aktip,jelas jelas depan mata itu hp,kaga bunyi ada TLP,tolong di perbaiki lgi,jdi salah faham sama drever"
Asu Koe,1,2023-02-22 22:07:26,Aplikasi cacad
Edi Hartono,5,2023-02-22 22:01:13,bagus ni
Nurfahmi fahmi,1,2023-02-22 21:59:54,"Aduh asu ini napa sih gopay coins nya gk ada di metode pembayaran,buat apa ada gopay coins kalau di metode pembayaran gk ada"
Akila Novi,5,2023-02-22 21:48:02,Sangat cocok dan bermanfaat
Dewi Sartika,4,2023-02-22 21:46:35,Tepat waktu
Nadila Mustika Anggreini,2,2023-02-22 21:39:24,MmKio n
isnaini soleqah,1,2023-02-22 21:39:08,"Setiap mau pesan, udah nunggu lama sudah diproses, tiba"" dapat notif driver sibuk terus, sudah berulang kali"
Lia Mungkin,1,2023-02-22 21:38:51,Kalo bisa ku kasi setengah bintang apk nya kek kntl jelek amat Cok aneh masa email nya bkn punya gw ga jelas
Muhammad Iqbal,5,2023-02-22 21:37:26,Ia
Devi Rosdiantika,1,2023-02-22 21:29:33,Aplikasi lemot jaringan bagus tapi muter terus
Iim Syafei,2,2023-02-22 21:21:58,"Selalu dapet notifikasi yg ga jelas asalnya , ada yg transfer lah pokonya ga jelas. Ngeri jadinya"
Debby Setyo Widianingtyas,1,2023-02-22 21:20:32,"Sementara saya kasih bintang segini, makin kecewa berat.. dari kmrin mau cek tagihan buat mastikan tagihan Gopay later yg terpakai untuk apa saja dan harus dibayar berapa bulan ini, tapi sudah seminggu lebih saya gk bisa buka Gopay later di akun gojek saya dan tampilannya selalu kosong, padahal saya selalu update apk gojek saya dan tadi saya sampai uninstall-install apk gojek dan berakhir hapus beberapa apk dan nge-restart hp saya, tapi sampai skrg masih gk bisa terbaca sama sekali di akun saya."
nfn afriady,5,2023-02-22 21:18:18,Sangat membantu
tony hrt,5,2023-02-22 21:14:38,"Praktis , simple tanpa ribet"
Sri Puji Astutik,5,2023-02-22 21:13:46,Good apps
Samsuri Gjk,5,2023-02-22 21:11:57,Aplikasinya menunjang usaha
Su Santo,1,2023-02-22 21:07:16,"Tolong pihak gojek tindak tegas sama driver yang makin menjadi jadi,sering dapat driver gocar yg tak ramah,ditanya jawabannya lantam x,dan pernah dapat driver gocar yang berhenti diseberang jln,masa aku disuruh nyeberang,sudah gt bicara kasar,tolong pihak gojek tindak tegas sama driver yang tak ada otaknya,kok bisa2nya jadi pengemudi gocar,driver sharusnya ramah tamah"
Sri Kania,3,2023-02-22 21:05:46,"ini gimana ya mohon bantuannya,tidak bisa masuk ke gopaypinjam ataupun gopaylater,kalau gini caranya gimana mau bayarnya"
Muhammad Dwi faryan,5,2023-02-22 20:55:38,👍
Riki Ariesta,1,2023-02-22 20:55:03,Saya atas nama driver Tolong layanan GOSHOP TUNAI mohon dihapus..jadikan pembayaran seperyi GOBIZ
Arie xfriend,1,2023-02-22 20:48:35,Aplikasi bobrok eror d kala jam brngkt krja plg krja bnyak potongan sgla
Bonus jonawan Jonawan,5,2023-02-22 20:46:31,Sangat membantu kami dalam perjalanan berobat ke RS
m. syafiq,1,2023-02-22 20:45:29,aneh dan gk bisa updrage gopay plus kamera di aplikasi gojek jelek pdahal di kamera apliaksi lain bagus dan jernih cuman di gojek yg jelek
ria cahaya,5,2023-02-22 20:24:28,Respon terhadap keluhan pelanggan cepat dan memuaskan. Semoga gojek semakin baik dan responsif pelayanannya..
Jamesbond007 Jamesbond007,5,2023-02-22 20:24:14,👍
Riky Riky,5,2023-02-22 20:23:36,Mantap pokonya
Pengguna Google,1,2023-02-22 20:21:01,Hanya bisa mengantar ke 1 tempat tujuan saja
daniel chandra,1,2023-02-22 20:20:57,"Masa mau download akun gk bisa masa download akun grab bisa aneh ni akun lama"""
Sultan Ajah,5,2023-02-22 20:19:28,Ok
Tati Haryati,5,2023-02-22 20:15:40,Sangat membantu
sandy gonzales,4,2023-02-22 20:14:05,Sangat membantu
